,AAL,DIS,F,MSFT
110,45.975514769053866,15.644611370982,1.7822562085805576,14.198723018506891
111,50.80706484781289,18.866574285490998,4.052430466658453,15.659560607237324
112,46.49656428735141,20.865225077379,3.8965677564023595,16.249856831600898
113,45.47164626931054,20.098501282215,4.1134202228456225,18.490143460371147
114,50.10424822743654,21.640563746645004,5.421311661081544,18.295674134957064
115,45.93205855408331,22.433132164118,5.150246078027466,19.28038828536892
116,40.305298145107386,23.656444286739003,4.8859571345497415,20.11730574846607
117,37.988956370659984,23.578910419812,4.743647703446351,21.68945911372333
118,38.145915874883315,26.034149539157,6.024432583376868,23.103179570943137
119,37.168403917865845,28.093641159174,6.776639576351931,23.943723676380372
120,37.02537517010597,25.741615387708997,7.345877300765491,22.13694662730968
121,44.071924809742406,27.213809296515002,7.955774862637168,22.625143577187096
122,39.42704828356607,30.410822104396,8.518235947474379,23.11244829148473
123,40.468625661876466,32.092084970666,8.823184728410213,24.096922187980738
124,37.25789172506643,29.112852326809,7.948998223060816,20.452816481926373
125,,27.440300667101003,6.830852692962747,18.241058420508754
126,,29.348054903955997,8.653768739001414,20.460743930175177
127,,28.346266149443,7.647437761913153,18.69962168050206
128,,28.834093716858,8.294606841454764,19.51646004498169
129,,31.469233701556,9.575391721385278,21.2497512086336
130,,31.804615154154,10.801963484704975,20.25286969173332
131,,33.031486880587,11.37797784869489,22.37979186761465
132,,34.229109438773996,10.808740124281329,22.231448567883053
133,,38.51765492287,10.198842562409656,21.43981238956564
134,,37.945261788443,10.103969608340726,20.479941180251
135,,37.954067836665004,10.483461424616436,20.907446844903745
136,,36.659578748036,10.11074624791708,20.30506505961833
137,,34.378812258547,9.344985975789312,21.108824132350122
138,,34.008958233225,8.274276922725708,22.245453124092045
139,,29.993400244009,7.535623208903347,21.73225664723455
140,,26.559041437443,6.5530104703323175,20.335183005626615
141,,30.715496198209998,7.9151150251790545,21.75676671112241
142,,31.569682875741,7.183237950933046,21.055226475608677
143,,33.586207809026,7.291664184154677,21.368009355230697
144,,34.840092900563,8.451052309413985,24.306522197995477
145,,37.607596424027,8.423834749641316,26.298332826944733
146,,39.210778076778,8.488476454101406,26.725038605327736
147,,38.610704497257,7.709373805608731,26.52618542705216
148,,40.939348238683,7.217286115889026,24.345633781336872
149,,43.438162099673995,6.554334645016643,25.513290077803866
150,,44.011366712947996,6.315125351402898,24.57916504063027
151,,44.306925341668,6.418201390870846,25.87574740036584
152,,46.823651846824,6.7755316610263945,24.985796321703035
153,,43.993454068782995,7.703216016237921,23.961513004751488
154,,44.477095461233,7.903389192287114,22.53504846810257
155,,45.275246884673,8.938767689093288,22.615231413431488
156,,48.99438244920999,9.003635379144761,23.24204698288241
157,,49.640002559436,8.767246496603509,23.7314345123321
158,,51.649608818024,9.142687662992556,24.41862173472157
159,,57.141926375434,9.532034057766387,28.25577274669757
160,,57.360164159172,10.983176625069769,29.99670186567379
161,,57.423816846096,10.83608050955544,29.691577820908343
162,,58.787802994459,11.893771625872743,27.36661855023076
163,,55.314184936626994,11.407592572445484,28.91230765397377
164,,58.642311138633005,11.886725552634669,28.80843109952836
165,,62.370539944159994,12.125357442472767,30.64791175116591
166,,64.143721937032,12.104097318377258,33.25832381544993
167,,70.330414159578,10.934790493124185,32.63031455378919
168,,66.841510106374,10.688557574864651,33.00537564061435
169,,74.39006241146,10.995782157564637,33.6653606395942
170,,73.708851593684,11.145822070046025,36.02044198947967
171,,73.03684632749899,11.628093217307631,35.501972587825776
172,,77.335838920761,11.836894891178794,36.225722635253966
