,AAL,DIS,F,MSFT
0,19.80384888749169,27.945375379706,13.648578623689316,31.48704219214516
1,23.263159949704658,26.167523076563,11.420911117672086,28.752395634127033
2,31.661650839164487,31.747362556124,12.603330692910292,34.18308197522655
3,35.00785091296722,33.579089171483,15.159661459051746,22.440187931972257
4,27.65563666630205,32.178357053856004,13.445719825599134,20.1269986670134
5,31.190355054121852,29.869457958865,12.393753677013288,25.73784995781764
6,37.70366280341111,29.677049700949002,13.565478433312236,22.459491319440623
7,40.77651132188912,29.984902913614,13.148839981109624,22.459491319440623
8,44.01902632298248,29.438463461132997,13.826615237867852,19.403121636949773
9,47.638577952109955,27.560558863874,14.328608842375212,22.157071582436267
10,43.06700883719635,22.273179936345,12.475156952316727,18.460472882244698
11,39.824493836103,22.421951176378002,12.85352434999139,13.956349139626615
12,41.78508430188037,23.591859478946,15.623851315460572,19.644413980304318
13,46.997615684451965,23.979246334101,15.413242464808741,18.98166434389051
14,53.501497518040374,22.158528114872,15.585054948235236,17.595037677413085
15,50.75855604909221,23.436904736884,16.505083085293222,21.796741683026813
16,52.76627609337386,24.498344720008998,13.632929888971839,22.25680575102281
17,49.28811319975918,22.383212490862004,13.744904672454155,23.485788086508595
18,42.869064607478435,20.415287266674,14.259988676472805,21.29485360884937
19,34.81933259895016,19.702495453189,11.258031072235685,18.354304251168703
20,33.60338947354016,14.426286485976,9.83023850544988,16.462572279269107
21,28.532246826481362,14.403043274667,9.178666500765882,18.708199688088698
22,29.22976458834447,15.859617850050002,10.8313983504365,20.657841822393387
23,29.173209094139352,16.379219448799,8.989946254955742,21.314156996317735
24,24.743028714738546,16.64799042431,8.807856166278373,20.496980260157024
25,26.072082828558788,18.181565990462,8.566071879360928,18.769327081738513
26,19.577626910671228,18.244806219994,9.492911645877802,19.403121636949773
27,13.86552199595444,18.323856506909,9.21082997780745,16.813250484944373
28,13.045467329980244,18.110420732239,10.222879786339032,16.3789242669062
29,11.688135469057446,14.940504226945,9.267199806313004,17.598254908657808
30,8.398490889459827,14.015615870039001,7.859743835729216,15.436275512201128
31,8.096861587032537,12.39508498828,6.867793982667623,15.79017094912112
32,3.732662617537701,11.968213438939,5.718299152943305,14.072169464436795
33,2.3564789252131946,13.201397914814,4.995036457230488,17.202535465556362
34,4.7695133446315054,15.667766866564,6.719091593768673,18.55698981958652
35,8.00260243002401,13.053692031736,5.490997523905857,16.63308553523965
36,5.6838271676142265,14.006107330189,5.436098238024947,15.268979487475313
37,9.55787852066472,13.653953774459,4.9646912558032446,15.29941006201268
38,5.617845757708256,13.621939814847,4.4873170965913936,15.628637873473716
39,7.286232836759199,14.934512158933,6.205864069754054,16.506578704036468
40,5.344494202383527,15.726857659326999,6.326366284700736,15.8868557648157
41,2.6863859747430423,15.806892558357001,6.621596711320104,16.551766835021315
42,2.3847566723157527,17.5436498673,6.72634312022798,17.048836275854637
43,3.5724220506232034,16.407154301079,7.030427348086388,17.119846195973686
44,2.431886250820017,16.143039134281,6.549974268070103,17.94614344826804
45,2.2904975153072256,18.119901140314,7.4364323893079245,16.967415919937423
46,2.7617933003498645,18.480058185947,8.092407876246051,16.688303875347785
47,3.2048113382899444,18.847115161296,9.808979243934607,17.765806187019404
48,4.430180379400807,19.388373933609,8.971123686949488,17.947553564891727
49,2.8843302044609507,21.432231685776998,8.483696746599414,17.22056405340244
50,3.478162893614676,20.390430373984998,8.372637443734838,16.18200760841775
51,4.562143199212745,18.791180932889,9.538202836988457,16.960924942156268
52,5.0051612371528265,19.150196113543,9.221504695916577,17.02583471996781
53,6.909196208725088,20.798402170183998,9.71828609367639,18.538232542976772
54,6.928048040126793,18.840137548432,9.200954003960199,18.49279569850869
55,6.664122400502915,18.317933649299,8.819664469828695,17.772411543263658
56,8.323083563853004,18.399528008538,8.782160581225599,18.000262973305503
57,8.115713418434241,20.578097400237,8.206483490740194,18.208584280772328
58,10.227118535425266,21.932563763614997,8.930770214788637,19.41605306391088
59,8.521027793570912,22.883378032166,9.220484904408016,19.350874221100284
60,8.71897202328882,23.566586800752003,8.356789792828996,19.032222100692945
61,11.113154611305426,22.998618065421,8.026833020446986,18.27732391045472
62,10.519321922151702,23.648901110220002,7.1892504444003436,17.558144630989293
63,9.435341616553632,21.730977699611,5.843833793708353,18.379026030783166
64,9.350508375245957,22.58704651808,6.4019167136344,18.801070165722336
65,8.115713418434241,20.726743124099,6.568700114991608,18.101495461881505
66,8.209972575442771,21.105388947652,6.953584887354398,18.66261267225384
67,8.568157372075177,20.734974555045,6.4550504028792695,20.0112886331827
68,8.577583287776031,19.862442874682,6.383831190811392,18.805349033301347
69,8.398490889459827,20.059997217406,5.453928833106286,18.78342285875805
70,5.881771397332134,20.520957350428,5.329379977542559,20.289402888808013
71,5.269086876776703,19.943406637995,5.060616657641889,19.167914940113057
72,5.1842536354690285,21.058307134237,5.689235667493116,20.633912258668552
73,5.438753359392053,23.28810812672,5.2847562086153985,19.76161931176221
74,4.449032210802511,23.20490659715,5.278125397814126,20.011673296354655
75,4.77893926033236,23.263147667849,4.674721614898188,17.761187435022602
76,7.955472851519746,25.376466518934002,4.815972196067776,16.722769245798723
77,6.984603534331909,24.960458871083002,4.661269178596323,17.20267211598721
78,7.154270016947259,24.702534129415003,4.520018597426738,17.763789318053746
79,9.670989509074953,24.669253517587,5.672047325406566,19.0439841282626
80,12.461060556527377,25.717592790172,5.482301417268712,20.266652369960394
81,12.564745629236755,26.175201202809,5.6110575692193985,21.274427405541605
82,10.802099393177288,27.498105522975997,5.5094079755741205,21.830519080577048
83,10.048026137109064,28.769741277985002,5.0892563218403,22.202292225682243
84,9.859507823092008,29.5252932812,5.5094079755741205,22.945838515892635
85,11.480765323638686,28.752951233469,5.360321904894377,21.017900646365007
86,12.15000533839923,28.904061634112,5.3467686257416736,20.794067838629488
87,12.724986196151251,29.365787858298997,5.448418219386952,22.338514212004558
88,13.46020762081777,29.751958882165,5.651717406677509,22.972274955037445
89,12.659004786245283,28.660605988631,6.383594480923518,22.05900088057561
90,15.995778944347165,27.703573451225,5.766920279475492,21.69970938336909
91,15.929797534441194,28.207274786701998,5.2925555091308585,21.581163524147517
92,16.561333886398337,28.87048154508,5.753367000322789,22.1295188799647
93,15.477353580800266,29.071962079271003,6.0108793042241615,27.650631024151412
94,18.23914688115013,27.829498785095,5.0892563218403,25.319936565728828
95,15.232279772578092,27.388740891311002,4.560678434884848,26.82707564702221
96,17.87153616881687,25.318464318361002,4.499688678697681,24.56636702508214
97,20.708736794773554,27.499042512001,4.425145643357811,20.577054195364724
98,22.132050065602325,26.625114286534,3.8762378376733033,21.469814156098032
99,23.80043714465327,27.516011992107,5.597504290066693,21.57572585383777
100,31.62394717636107,28.508726578316,4.608114911919314,21.5035599824622
101,34.809906683249324,26.472388965579,3.2595636362252782,20.888521720251948
102,34.49885146512118,25.751186061068,3.2527869966489265,19.52936309141694
103,33.056686362890694,27.448134071682,3.0223812510529613,20.804906288521035
104,37.85447745462476,26.039667222872,3.5238525797030036,20.347488048392318
105,40.493733850863535,21.983961477505,1.484084067221073,17.02358217012366
106,36.713941654821575,19.107634599514,1.8229160460386693,15.517132781532574
107,36.743237206721176,19.547149339625,1.5518504629845922,14.918549024381472
108,33.52923165799407,17.815559644929,1.267231600777811,13.122797752928145
109,39.17345014836962,14.447143870670002,1.355327915270386,12.482818549204481
