Date,AAL,DIS,F,MSFT
2012-01-31,7.955472851519746,34.840092900563,8.451052309413985,24.306522197995474
2012-02-29,6.984603534331909,37.607596424027,8.423834749641316,26.29833282694473
2012-03-31,7.154270016947259,39.210778076778,8.488476454101406,26.725038605327736
2012-04-30,9.670989509074952,38.610704497257,7.709373805608731,26.52618542705216
2012-05-31,12.461060556527375,40.939348238683,7.217286115889025,24.345633781336872
2012-06-30,12.564745629236755,43.438162099674,6.554334645016643,25.513290077803866
2012-07-31,10.802099393177286,44.011366712948,6.315125351402897,24.57916504063027
2012-08-31,10.048026137109064,44.306925341668,6.418201390870845,25.87574740036584
2012-09-30,9.859507823092008,46.823651846824,6.7755316610263945,24.98579632170303
2012-10-31,11.480765323638686,43.993454068783,7.703216016237921,23.961513004751495
2012-11-30,12.150005338399232,44.477095461233,7.903389192287114,22.535048468102566
2012-12-31,12.724986196151253,45.275246884673,8.938767689093286,22.61523141343149
2013-01-31,13.46020762081777,48.99438244921,9.003635379144761,23.242046982882414
2013-02-28,12.659004786245282,49.640002559436,8.767246496603509,23.7314345123321
2013-03-31,15.995778944347165,51.649608818024,9.142687662992557,24.418621734721572
2013-04-30,15.929797534441196,57.141926375434,9.532034057766387,28.25577274669757
2013-05-31,16.561333886398334,57.360164159172,10.983176625069767,29.99670186567379
2013-06-30,15.477353580800266,57.423816846096,10.836080509555439,29.69157782090834
2013-07-31,18.23914688115013,58.787802994459,11.893771625872743,27.366618550230758
2013-08-31,15.232279772578092,55.314184936627,11.407592572445482,28.91230765397377
2013-09-30,17.87153616881687,58.642311138633,11.886725552634669,28.808431099528356
2013-10-31,20.708736794773554,62.37053994416,12.125357442472769,30.64791175116591
2013-11-30,22.132050065602325,64.143721937032,12.104097318377258,33.258323815449934
2013-12-31,23.80043714465327,70.330414159578,10.934790493124186,32.63031455378919
2014-01-31,31.62394717636107,66.841510106374,10.688557574864651,33.00537564061436
2014-02-28,34.80990668324932,74.39006241146,10.995782157564637,33.6653606395942
2014-03-31,34.49885146512118,73.708851593684,11.145822070046025,36.02044198947967
2014-04-30,33.056686362890694,73.036846327499,11.628093217307631,35.501972587825776
2014-05-31,37.85447745462476,77.335838920761,11.836894891178792,36.22572263525397
2014-06-30,40.49373385086354,78.928399346102,12.412899508754402,36.898207960187854
2014-07-31,36.71394165482158,79.057277068384,12.342230900998148,38.190087663350305
2014-08-31,36.743237206721176,82.739497705012,12.625043477460505,40.44699946296578
2014-09-30,33.52923165799407,81.957025819728,10.725123091995453,41.2749921880496
2014-10-31,39.17345014836962,84.120330443747,10.309328808834541,41.80027789536084
2014-11-30,45.97551476905387,85.160557773594,11.509279074731538,42.83667989763413
2014-12-31,50.80706484781289,87.793882310265,11.340993366709398,41.61815062215238
2015-01-31,46.49656428735141,84.783220458028,10.87461759478407,36.197487301075476
2015-02-28,45.47164626931054,97.012286557515,12.079622807530367,39.568083176210756
2015-03-31,50.10424822743654,97.767282254206,11.931769407193398,36.685072326769635
2015-04-30,45.93205855408331,101.33720017807,11.78978584222561,43.890343573338455
2015-05-31,40.305298145107386,102.87515437503,11.319686786491298,42.559654907582754
2015-06-30,37.988956370659984,106.38914669173,11.200296550114329,40.09835177485657
2015-07-31,38.14591587488332,112.49241819372,11.175114511844976,42.414338117458705
2015-08-31,37.16840391786584,95.506063046465,10.451708582554943,39.78538230920027
2015-09-30,37.02537517010597,95.806042828315,10.22564422965181,40.40702890778152
2015-10-31,44.071924809742406,106.62406371128,11.271867638702052,48.12276021958415
2015-11-30,39.427048283566066,106.37095577034,10.90654039585418,50.02369965552327
2015-12-31,40.468625661876466,99.137308691022,10.723876774430243,51.06375081671446
